CODMEC,ANO,DEP,NOME,SETEDU,DISTRITO07,SUBPREF,CORED,ZONA,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,EFABAND1S,EFABAND2S,EFABAND3S,EFABAND4S,EFABAND5S,EFABAND6S,EFABAND7S,EFABAND8S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV1S,EFAPROV2S,EFAPROV3S,EFAPROV4S,EFAPROV5S,EFAPROV6S,EFAPROV7S,EFAPROV8S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,EFREPROV1S,EFREPROV2S,EFREPROV3S,EFREPROV4S,EFREPROV5S,EFREPROV6S,EFREPROV7S,EFREPROV8S,TOTALEF_REPROV,CONCLUINTES_EF,EMABAND1S,EMABAND2S,EMABAND3S,EMABAND4S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,EMREPROV4S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,CONCLUINTES_EM,CONCLUINTES_EJA,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAITOTAL,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,EJAIITOTAL,"EJATOTAL,,"
35054410,2010,Municipal,ALBERTO SANTOS DUMONT EMEF,9202,VILA MEDEIROS,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,5,99,0,0,0,0,0,0,0,0,0,53,97,108,99,89,97,71,713,1,0,0,0,0,0,0,0,0,0,0,1,7,0,1,1,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053016,2010,Municipal,FARIA LIMA BRIGADEIRO EMEF,4901,LIBERDADE,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,51,0,0,0,0,0,0,0,0,0,50,59,65,73,79,82,33,492,0,0,0,0,0,0,0,0,0,0,1,2,13,6,4,6,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35417051,2010,Municipal,CDHU JARDIM IGUATEMI EMEF,3303,IGUATEMI,SAO MATEUS,SAO MATEUS,LESTE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,119,25,0,0,0,0,0,0,0,0,65,68,72,91,63,91,84,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35419357,2010,Municipal,CONJUNTO HABITACIONAL BARRO BRANCO II C - EMEF,2502,CIDADE TIRADENTES,CIDADE TIRADENTES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,107,0,0,0,0,0,0,0,0,0,93,354,15,122,117,103,81,992,0,0,0,0,0,0,0,0,0,0,0,2,0,10,14,15,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35434097,2010,Municipal,JARDIM AUREA EMEF DO,2508,CIDADE TIRADENTES,CIDADE TIRADENTES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,11,54,53,0,0,0,0,0,0,0,0,58,93,63,115,40,76,29,581,1,2,0,0,0,0,0,0,0,0,0,1,5,4,5,9,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053156,2010,Municipal,ARTUR WHITAKER DESEMBARGADOR EMEF,9403,VILA SONIA,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,74,0,0,0,0,0,0,0,0,0,59,68,94,98,60,91,86,630,2,0,0,0,0,0,0,0,0,0,0,0,23,4,4,6,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,4,21,40,65,3,91,78,172,"237,,"
35424161,2010,Municipal,ALICE MEIRELLES REIS PROOFESSORA EMEF,4208,JARAGUA,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,37,0,0,0,0,0,0,0,0,85,128,104,115,74,74,74,848,11,0,0,0,0,0,0,0,0,0,2,3,17,6,5,9,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054343,2010,Municipal,OLEGARIO MARIANO EMEF,2308,CIDADE DUTRA,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,94,68,83,121,97,119,48,717,0,0,0,0,0,0,0,0,0,0,4,1,30,6,0,3,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,76,18,94,0,362,58,420,"514,,"
35434085,2010,Municipal,CIDADE TIRADENTES - SANTA ETELVINA II B EMEF,2503,CIDADE TIRADENTES,CIDADE TIRADENTES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,7,93,23,0,0,0,0,0,0,0,0,84,116,61,64,66,56,33,596,2,0,0,0,0,0,0,0,0,0,3,4,18,3,1,6,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35433718,2010,Municipal,MOISES ELIAS DE SOUZA TENENTE EMEF,4208,JARAGUA,PIRITUBA,PIRITUBA,NORTE,1,0,0,0,0,0,0,0,0,0,2,0,2,0,4,2,2,13,90,0,0,0,0,0,0,0,0,0,79,136,133,96,150,127,117,928,1,0,0,0,0,0,0,0,0,0,0,0,4,6,3,1,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35429405,2010,Municipal,M' BOI MIRIM II EMEF,4603,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,109,27,0,0,0,0,0,0,0,0,74,90,173,159,105,68,49,854,0,0,0,0,0,0,0,0,0,0,1,2,26,5,2,0,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35428851,2010,Municipal,VILA MUNCK EMEF,6501,RAPOSO TAVARES,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,0,0,25,31,26,26,27,23,17,212,0,1,0,0,0,0,0,0,0,0,0,0,8,1,2,2,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054604,2010,Municipal,OLIVA IRENE BAYERLEIN SILVA EMEF,8602,VILA GUILHERME,VILA MARIA/VILA GUILHERME,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,43,0,0,0,0,0,0,0,0,0,45,56,49,64,55,44,35,391,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,25,18,9,52,44,52,16,112,"164,,"
35415397,2010,Municipal,VILA SANTA MARIA EMEF,2303,CIDADE DUTRA,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,4,0,0,0,0,0,0,0,0,0,1,3,1,0,2,2,1,14,80,0,0,0,0,0,0,0,0,0,33,54,113,147,104,78,85,694,0,0,0,0,0,0,0,0,0,0,0,4,12,5,4,13,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35415376,2010,Municipal,CONSTELACAO DO INDIO EMEF,3004,GRAJAU,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,31,65,100,117,91,77,94,667,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054355,2010,Municipal,ARTHUR AZEVEDO EMEF,8001,TATUAPE,MOOCA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,9,47,0,0,0,0,0,0,0,0,0,60,74,61,63,77,81,54,517,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,54,63,38,155,"155,,"
35054297,2010,Municipal,PLACIDO DE CASTRO EMEF,7904,SOCORRO,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,5,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,9,65,0,0,0,0,0,0,0,0,0,54,63,94,135,121,117,105,754,1,0,0,0,0,0,0,0,0,0,3,0,25,1,11,7,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,17,12,12,41,84,70,57,211,"252,,"
35410743,2010,Municipal,ANA MARIA ALVES BENETTI PROFESSORA EMEF,3804,JABAQUARA,JABAQUARA,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,122,58,0,0,0,0,0,0,0,0,71,83,59,55,40,18,0,506,3,1,0,0,0,0,0,0,0,0,1,1,14,8,6,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35410697,2010,Municipal,MARIA LUCIA DOS SANTOS PROFA EMEF,2204,CIDADE ADEMAR,CIDADE ADEMAR,SANTO AMARO,SUL,1,2,0,0,0,0,0,0,0,0,0,0,2,4,2,4,5,20,96,32,0,0,0,0,0,0,0,0,33,82,63,119,84,60,102,671,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35408608,2010,Municipal,CDHU VILA CONCEICAO EMEF,8408,VILA CURUCA,ITAIM PAULISTA,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,27,0,0,0,0,0,0,0,0,82,33,101,89,126,121,119,789,2,3,0,0,0,0,0,0,0,0,0,2,28,2,3,14,15,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053173,2010,Municipal,ALCIDES GONCALVES ETCHEGOYEN GAL EMEF,6505,RAPOSO TAVARES,BUTANTA,BUTANTA,OESTE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,5,67,0,0,0,0,0,0,0,0,0,60,68,91,93,96,78,69,622,12,0,0,0,0,0,0,0,0,0,0,0,26,0,7,4,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,73,2,75,0,248,22,270,"345,,"
35400051,2010,Municipal,AGUAS DE MARCO EMEF,4703,JOSE BONIFACIO,ITAQUERA,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,104,95,104,98,95,84,35,674,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,22,28,50,2,97,81,180,"230,,"
35053181,2010,Municipal,ALVARO SILVA BRAGA GAL EMEF,6702,RIO PEQUENO,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,6,66,0,0,0,0,0,0,0,0,0,58,78,87,113,84,56,64,606,1,0,0,0,0,0,0,0,0,0,2,1,10,7,3,3,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,14,27,5,46,17,64,23,104,"150,,"
35381111,2010,Municipal,CAMINHO DO MAR CEU EMEF,3806,JABAQUARA,JABAQUARA,SANTO AMARO,SUL,1,0,0,0,0,0,0,0,0,0,2,0,0,5,4,4,2,18,105,0,0,0,0,0,0,0,0,0,93,144,158,138,119,111,73,941,2,0,0,0,0,0,0,0,0,0,0,0,24,3,3,5,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054288,2010,Municipal,PAULO SETUBAL EMEF,2304,CIDADE DUTRA,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,7,15,81,0,0,0,0,0,0,0,0,0,63,99,92,140,95,61,148,779,0,0,0,0,0,0,0,0,0,0,0,1,30,1,3,3,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,56,97,42,195,"195,,"
35417397,2010,Municipal,CASTOR EMEF,7304,SAO MATEUS,SAO MATEUS,SAO MATEUS,LESTE,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,10,95,25,0,0,0,0,0,0,0,0,78,64,141,123,122,88,83,819,2,1,0,0,0,0,0,0,0,0,3,1,6,1,2,4,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054800,2010,Municipal,VISCONDE DE CAIRU EMEF,9104,VILA MATILDE,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,5,14,54,0,0,0,0,0,0,0,0,0,66,63,83,95,97,126,101,685,0,0,0,0,0,0,0,0,0,0,1,0,9,2,2,1,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,8,11,17,36,65,68,52,185,"221,,"
35053661,2010,Municipal,SILVIO PORTUGAL DESEMBARGADOR EMEF,6301,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,9,112,0,0,0,0,0,0,0,0,0,68,0,89,128,120,97,113,727,1,0,0,0,0,0,0,0,0,0,1,0,13,2,2,0,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,9,17,27,18,88,167,273,"300,,"
35054458,2010,Municipal,JULIO MARCONDES SALGADO GENERAL EMEF,3905,JACANA,JACANA/TREMEMBE,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4,101,0,0,0,0,0,0,0,0,0,80,94,164,150,146,122,113,970,4,0,0,0,0,0,0,0,0,0,2,0,27,5,12,11,17,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35201947,2010,Municipal,RUBENS PAIVA EMEFM,7608,SAPOPEMBA,SAPOPEMBA,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,7,106,0,0,0,0,0,0,0,0,0,116,117,131,113,133,123,134,973,0,0,0,0,0,0,0,0,0,0,0,0,16,5,1,0,0,22,0,12,7,1,0,20,8,4,4,0,16,130,62,59,0,251,59,16,0,0,0,3,13,4,20,44,38,3,85,"105,,"
35053089,2010,Municipal,ANDRE RODRIGUES ALCKMIN PROF EMEF,1105,BRASILANDIA,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,1,0,0,0,0,0,0,0,0,0,2,0,3,1,7,9,15,38,117,0,0,0,0,0,0,0,0,0,157,165,192,137,141,172,69,1150,2,0,0,0,0,0,0,0,0,0,4,5,62,4,12,18,15,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,72,96,39,207,"207,,"
35053211,2010,Municipal,JOAO XXIII EMEF,6505,RAPOSO TAVARES,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,14,80,0,0,0,0,0,0,0,0,0,77,113,119,110,119,112,95,825,1,0,0,0,0,0,0,0,0,0,0,4,20,0,4,3,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,3,13,40,56,22,83,63,168,"224,,"
35415388,2010,Municipal,GRANJA NOSSA SENHORA APARECIDA EMEF,2309,CIDADE DUTRA,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,2,0,0,0,0,0,0,0,0,0,3,3,2,3,4,8,2,27,81,0,0,0,0,0,0,0,0,0,109,74,52,84,74,64,87,625,1,0,0,0,0,0,0,0,0,0,2,0,13,2,1,2,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053200,2010,Municipal,IBRAHIM NOBRE EMEF,6704,RIO PEQUENO,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,8,5,32,57,0,0,0,0,0,0,0,0,0,68,59,125,127,75,67,54,632,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,12,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,35,13,4,52,26,34,34,94,"146,,"
35055396,2010,Municipal,OLIVAL COSTA EMEF,7604,SAPOPEMBA,SAPOPEMBA,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,76,0,0,0,0,0,0,0,0,0,88,101,103,104,104,101,93,770,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35054392,2010,Municipal,OTHELO FRANCO GENERAL EMEF,8002,TATUAPE,MOOCA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,35,0,0,0,0,0,0,0,0,0,30,58,56,83,89,119,109,579,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,5,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,18,23,51,92,32,61,42,135,"227,,"
35399930,2010,Municipal,MORRO GRANDE EMEF,2901,FREGUESIA DO O,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,292,58,29,30,59,32,28,650,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35055402,2010,Municipal,COELHO NETO EMEF,3306,IGUATEMI,SAO MATEUS,SAO MATEUS,LESTE,1,0,0,0,0,0,0,0,0,0,2,1,1,3,6,8,5,27,102,30,0,0,0,0,0,0,0,0,68,91,124,110,101,97,91,814,4,1,0,0,0,0,0,0,0,0,4,4,18,4,7,7,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053077,2010,Municipal,RAUL FERNANDES EMBAIXADOR EMEF,1108,BRASILANDIA,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,12,119,0,0,0,0,0,0,0,0,0,84,94,93,90,69,81,60,690,1,0,0,0,0,0,0,0,0,0,3,0,15,3,2,11,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35389389,2010,Municipal,CONJUNTO HABITACIONAL VILA NOVA CACHOEIRINHA EMEF,1303,CACHOEIRINHA,CASA VERDE/CACHOEIRINHA,FREGUESIA/BRASILANDIA,NORTE,0,0,0,0,0,0,0,0,0,0,1,0,2,4,5,4,6,22,96,0,0,0,0,0,0,0,0,0,172,52,84,99,107,63,40,713,1,0,0,0,0,0,0,0,0,0,2,0,32,0,6,10,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35397477,2010,Municipal,JAGUARE CEU EMEF,4101,JAGUARE,LAPA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,2,0,11,83,0,0,0,0,0,0,0,0,0,72,70,77,69,72,61,31,535,1,0,0,0,0,0,0,0,0,0,1,0,3,5,6,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35424134,2010,Municipal,PIRITUBA I EMEF,4206,JARAGUA,PIRITUBA,PIRITUBA,NORTE,4,0,0,0,0,0,0,0,0,0,3,3,1,7,7,9,3,37,145,24,0,0,0,0,0,0,0,0,101,123,136,126,89,85,75,904,0,4,0,0,0,0,0,0,0,0,1,3,23,1,3,10,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35408360,2010,Municipal,CAUCASICA EMEF,8702,VILA JACUI,SAO MIGUEL,SAO MIGUEL,LESTE,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,6,15,90,26,0,0,0,0,0,0,0,0,64,66,84,101,102,63,57,653,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053405,2010,Municipal,JOSE DIAS DA SILVEIRA DR EMEF,3504,ITAIM BIBI,PINHEIROS,BUTANTA,OESTE,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,65,106,94,97,85,73,64,654,1,0,0,0,0,0,0,0,0,0,1,4,19,3,2,1,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,7,71,93,171,"171,,"
35054021,2010,Municipal,MAURICIO SIMAO EMEF,1701,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,10,28,104,26,0,0,0,0,0,0,0,0,186,198,173,180,189,169,158,1383,3,0,0,0,0,0,0,0,0,0,0,2,28,3,7,3,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,14,15,11,40,77,223,29,329,"369,,"
35415108,2010,Municipal,ALEX MARTINS COSTA PROF MAESTRO EMEF,6402,PONTE RASA,ERMELINO MATARAZZO,PENHA,LESTE,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,85,0,0,0,0,0,0,0,0,0,80,0,0,29,98,87,73,452,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35408463,2010,Municipal,MURURES EMEF,4402,JARDIM HELENA,SAO MIGUEL,SAO MIGUEL,LESTE,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,9,105,13,0,0,0,0,0,0,0,0,61,112,77,85,124,59,32,668,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35399700,2010,Municipal,CAPAO REDONDO CEU EMEF,1904,CAPAO REDONDO,CAMPO LIMPO,CAMPO LIMPO,SUL,4,4,0,0,0,0,0,0,0,0,3,2,4,6,17,7,19,66,96,20,0,0,0,0,0,0,0,0,30,119,118,131,218,61,66,859,1,0,0,0,0,0,0,0,0,0,1,21,29,10,19,7,13,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35398408,2010,Municipal,ALTO ALEGRE CEU EMEF,3304,IGUATEMI,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,116,21,0,0,0,0,0,0,0,0,85,99,133,164,85,0,32,735,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,109,12,122,20,84,56,160,"282,,"
35243607,2010,Municipal,DIAS GOMES EMEF,9601,LAJEADO,GUAIANASES,GUAIANASES,LESTE,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,33,0,0,0,0,0,0,0,0,0,135,217,130,218,65,66,25,889,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,15,26,30,71,62,104,50,216,"287,,"
35242263,2010,Municipal,CHACARA SONHO AZUL EMEF,4308,JARDIM ANGELA,M'BOI MIRIM,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,180,30,0,0,0,0,0,0,0,0,211,85,143,0,0,0,0,649,6,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053491,2010,Municipal,MARINA VIEIRA DE CARVALHO MESQUITA EMEF,3805,JABAQUARA,JABAQUARA,SANTO AMARO,SUL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,6,82,0,0,0,0,0,0,0,0,0,62,48,127,132,131,126,104,812,1,0,0,0,0,0,0,0,0,0,0,0,22,6,1,2,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,2,92,60,154,"154,,"
35247546,2010,Municipal,WLADIMIR DE TOLEDO PIZA PREFEITO EMEF,3301,IGUATEMI,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,2,2,1,4,4,2,6,21,94,0,0,0,0,0,0,0,0,0,99,98,91,96,93,97,97,765,1,0,0,0,0,0,0,0,0,0,3,3,13,2,1,1,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
